total,available,percent,used,free,active,inactive,buffers,cached,shared,slab,dataset,buffer_error,total_dataset
7206719488,1278255104,82.3,5680496640,310005760,2252947456,4360728576,11202560,1205014528,45056,114724864,106000,False,503911
7206719488,1276207104,82.3,5682544640,306458624,2252947456,4364226560,11202560,1206513664,45056,114724864,107000,False,503911
7206719488,1274798080,82.3,5684449280,303489024,2252947456,4367785984,11202560,1207578624,45056,114724864,108000,False,503911
7206719488,1272811520,82.3,5686407168,299880448,2252947456,4371398656,11202560,1209229312,45056,114741248,109000,False,503911
7206719488,1271521280,82.4,5687697408,296779776,2252947456,4375199744,11202560,1211039744,45056,114757632,110000,False,503911
7206719488,1269977088,82.4,5689225216,293425152,2252947456,4379000832,11202560,1212866560,45056,114769920,111000,False,503911
7206719488,1269288960,82.4,5689823232,290816000,2252951552,4382769152,11202560,1214877696,45056,114880512,112000,False,503911
7206719488,1267765248,82.4,5691281408,287297536,2252951552,4386746368,11202560,1216937984,45056,114913280,113000,False,503911
7206719488,1265451008,82.4,5693595648,283553792,2252951552,4390146048,11202560,1218367488,45056,114966528,114000,False,503911
7206719488,1263140864,82.5,5695918080,279379968,2252951552,4393988096,11206656,1220214784,45056,115806208,115000,False,503911
7206719488,1261305856,82.5,5697708032,276115456,2252951552,4397400064,11206656,1221689344,45056,115847168,116000,False,503911
7206719488,1259593728,82.5,5699309568,272969728,2252951552,4400812032,11206656,1223233536,45056,115068928,117000,False,503911
7206719488,1257308160,82.6,5701603328,269398016,2252963840,4404072448,11206656,1224511488,45056,115113984,118000,False,503911
7206719488,1255165952,82.6,5703720960,265199616,2252963840,4408102912,11206656,1226592256,45056,115167232,119000,False,503911
7206719488,1253355520,82.6,5705637888,261586944,2252963840,4411879424,11206656,1228288000,45056,115212288,120000,False,503911
7206719488,1251942400,82.6,5706973184,258555904,2252963840,4415479808,11206656,1229983744,45056,115245056,121000,False,503911
7206719488,1249517568,82.7,5709287424,255008768,2252963840,4418588672,11206656,1231216640,45056,115273728,122000,False,503911
7206719488,1247191040,82.7,5711663104,250814464,2252963840,4422438912,11206656,1233035264,45056,115302400,123000,False,503911
